fabricante,modelo,ano_fabricacao,categoria,couro_interior,tipo_combustivel,km_rodados,cilindradas,tipo_transmissao,tracao_rodas,qtd_portas,posicao_volante,cor,airbags,volume_motor,tipo_motor,preco_total
HYUNDAI,SONATA,2017,Sedan,1,Petrol,54990,4,Automatic,Front,4_portas,Left wheel,Black,12,2.4,Comum,1751
BMW,X6,2012,Jeep,1,Petrol,161421,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.0,Comum,4682
TOYOTA,CAMRY,2014,Sedan,1,Petrol,107000,4,Tiptronic,Front,4_portas,Left wheel,Grey,12,2.5,Comum,13321
BMW,550 M PACKET,2011,Sedan,1,Petrol,132000,8,Tiptronic,Rear,4_portas,Left wheel,Grey,12,4.4,Turbo,35438
HYUNDAI,SONATA,2011,Sedan,1,LPG,82328,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,7763
HONDA,ELYSION,2007,Minivan,0,Petrol,141000,4,Automatic,Front,4_portas,Right-hand drive,White,2,2.4,Comum,14283
MERCEDES-BENZ,E 350,2008,Sedan,1,Diesel,494317,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,6397
FORD,KA,1996,Coupe,0,Petrol,276000,4,Manual,Front,2_portas,Left wheel,Green,0,1.3,Comum,3600
CHEVROLET,CRUZE,2014,Sedan,1,Petrol,149875,4,Automatic,Front,4_portas,Left wheel,White,4,1.4,Comum,14350
TOYOTA,PRIUS,2013,Sedan,0,Hybrid,170000,4,Automatic,Front,4_portas,Left wheel,White,0,1.8,Comum,21911
TOYOTA,HIGHLANDER,2012,Jeep,1,Petrol,140966,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,24579
MERCEDES-BENZ,E 350,2013,Sedan,1,Diesel,107800,6,Automatic,Rear,4_portas,Left wheel,Grey,12,3.5,Comum,6857
HYUNDAI,H1,2005,Minivan,0,Petrol,240000,4,Manual,Rear,4_portas,Left wheel,White,0,2.4,Comum,9500
OPEL,ASTRA,1998,Hatchback,0,Petrol,150000,4,Manual,Front,4_portas,Left wheel,Black,4,1.6,Comum,8500
HONDA,FIT,2015,Universal,1,Hybrid,138520,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.3,Comum,7558
HYUNDAI,H1,2009,Minivan,1,Diesel,56552,4,Automatic,Front,4_portas,Left wheel,Yellow,4,2.5,Comum,12945
TOYOTA,PRIUS,2007,Sedan,0,Hybrid,120000,4,Automatic,Front,4_portas,Left wheel,Grey,6,1.5,Comum,11290
SSANGYONG,REXTON,2011,Jeep,1,Diesel,129793,4,Automatic,Front,4_portas,Left wheel,Black,4,2.7,Comum,30046
HYUNDAI,SONATA,2016,Sedan,1,LPG,279787,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,12181
KIA,RIO,2015,Sedan,1,Petrol,133704,4,Automatic,Front,4_portas,Left wheel,White,12,1.6,Comum,2981
HYUNDAI,ELANTRA,2014,Sedan,1,Petrol,85746,4,Automatic,Front,4_portas,Left wheel,Black,4,1.6,Comum,28182
LEXUS,GX 470,2011,Sedan,1,Petrol,202048,8,Automatic,4x4,4_portas,Left wheel,White,0,4.6,Comum,1906
TOYOTA,CAMRY,2014,Sedan,1,Hybrid,26900,4,Automatic,Front,4_portas,Left wheel,Blue,12,2.5,Comum,27051
FORD,TRANSIT,2003,Microbus,0,Diesel,190000,4,Manual,Front,4_portas,Left wheel,Blue,2,2.0,Turbo,9831
MERCEDES-BENZ,GLA 250,2015,Jeep,1,Petrol,37786,4,Automatic,4x4,4_portas,Left wheel,White,0,2.0,Comum,1784
TOYOTA,PRIUS,2015,Hatchback,0,Hybrid,186000,6,Tiptronic,Front,4_portas,Left wheel,White,8,1.8,Comum,20385
HYUNDAI,SONATA,2015,Sedan,1,LPG,145744,4,Automatic,Front,4_portas,Left wheel,Red,4,2.0,Comum,15825
ISUZU,VEHICROSS,1997,Jeep,1,Petrol,240000,6,Automatic,4x4,2_portas,Left wheel,Grey,6,3.2,Comum,14113
MERCEDES-BENZ,GLA 250,2017,Jeep,1,Petrol,44477,4,Automatic,Front,4_portas,Left wheel,Blue,0,2.0,Comum,3526
MERCEDES-BENZ,SPRINTER,2003,Microbus,0,Diesel,116000,5,Tiptronic,Rear,2_portas,Left wheel,White,4,2.7,Turbo,30734
MERCEDES-BENZ,E 250,2014,Sedan,1,Diesel,58864,4,Automatic,Rear,4_portas,Left wheel,Silver,12,2.1,Comum,23560
TOYOTA,CAMRY,2014,Sedan,1,Hybrid,179381,4,Automatic,Front,4_portas,Left wheel,Black,12,2.5,Comum,11527
HONDA,ODYSSEY,2002,Minivan,0,Petrol,0,4,Automatic,Front,4_portas,Right-hand drive,Black,4,2.3,Comum,6900
TOYOTA,PRIUS,2018,Sedan,1,Hybrid,12416,4,Automatic,Front,4_portas,Left wheel,White,12,1.8,Comum,15673
TOYOTA,CAMRY,2013,Sedan,1,Hybrid,190549,4,Automatic,Front,4_portas,Left wheel,Black,12,2.5,Comum,5797
DAEWOO,LACETTI,2010,Sedan,1,Diesel,53223,4,Automatic,Front,4_portas,Left wheel,Grey,4,2.0,Comum,8833
TOYOTA,PRIUS C,2012,Hatchback,1,Hybrid,75000,4,Automatic,Front,4_portas,Left wheel,Red,12,1.5,Comum,17748
MERCEDES-BENZ,VITO,2009,Goods wagon,0,Diesel,165738,4,Manual,Rear,4_portas,Left wheel,White,6,2.2,Turbo,22554
TOYOTA,PRIUS C,2013,Hatchback,0,Hybrid,135000,4,Automatic,Front,4_portas,Left wheel,White,8,1.5,Comum,14615
VOLKSWAGEN,JETTA,2019,Sedan,1,Petrol,6565,4,Automatic,Front,4_portas,Left wheel,Silver,12,2.0,Comum,18639
TOYOTA,AQUA,2012,Hatchback,0,Hybrid,1000,4,Automatic,Front,4_portas,Right-hand drive,White,2,1.5,Comum,10663
FORD,FUSION,2013,Sedan,1,Hybrid,174619,4,Automatic,Front,4_portas,Left wheel,Grey,0,2.0,Comum,2286
TOYOTA,HIGHLANDER,2009,Jeep,1,Hybrid,420550,6,Automatic,4x4,4_portas,Left wheel,Blue,12,3.3,Comum,13611
NISSAN,NOTE,2013,Hatchback,0,Petrol,151000,3,Automatic,Front,4_portas,Right-hand drive,White,4,1.2,Comum,8714
HYUNDAI,SONATA,2010,Sedan,1,Petrol,193486,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,14462
FORD,TRANSIT 100LD,1998,Microbus,0,Diesel,250000,4,Manual,Rear,4_portas,Left wheel,White,0,2.5,Comum,15681
MERCEDES-BENZ,ML 320,2009,Jeep,1,Diesel,172483,8,Automatic,4x4,4_portas,Left wheel,Black,0,3.0,Turbo,32929
NISSAN,JUKE,2013,Jeep,1,Petrol,108222,4,Automatic,4x4,4_portas,Left wheel,Black,0,1.6,Comum,8057
HYUNDAI,ELANTRA,2014,Sedan,0,Petrol,78222,4,Tiptronic,Front,4_portas,Left wheel,Beige,10,1.8,Comum,15951
SUBARU,FORESTER,2016,Jeep,1,Petrol,53000,4,Tiptronic,4x4,4_portas,Left wheel,Black,10,2.5,Comum,23671
CHEVROLET,CRUZE,2018,Sedan,0,Petrol,6000,4,Tiptronic,Front,4_portas,Left wheel,White,0,1.4,Turbo,24302
FORD,FUSION,2014,Sedan,1,Hybrid,122000,4,Variator,Front,4_portas,Left wheel,Blue,8,2.0,Comum,23854
MERCEDES-BENZ,ML 350,2008,Jeep,1,Diesel,366869,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,5613
CHEVROLET,MALIBU,2012,Sedan,1,Petrol,91654,4,Automatic,Front,4_portas,Left wheel,Red,4,2.0,Comum,24944
MERCEDES-BENZ,CLK 230,2001,Coupe,0,Petrol,266085,4,Manual,Rear,2_portas,Left wheel,Black,2,2.3,Comum,6272
BMW,320,2000,Coupe,0,Diesel,197000,4,Manual,Front,2_portas,Left wheel,Green,4,1.9,Comum,9408
HYUNDAI,SONATA,2015,Sedan,1,LPG,445734,4,Automatic,Front,4_portas,Left wheel,Orange,4,2.0,Comum,10017
OPEL,ZAFIRA,2005,Minivan,0,Diesel,204000,4,Manual,Front,4_portas,Left wheel,Grey,8,1.9,Comum,12858
HYUNDAI,SONATA,2016,Sedan,1,LPG,201876,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,16572
KIA,OPTIMA,2016,Sedan,1,Petrol,65089,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,15943
TOYOTA,CAMRY,2008,Sedan,0,Petrol,141877,4,Automatic,Front,4_portas,Left wheel,Golden,12,2.4,Comum,19172
HYUNDAI,SONATA,2016,Sedan,1,LPG,261167,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,16572
TOYOTA,PRIUS C,2014,Hatchback,0,Hybrid,96000,4,Automatic,Front,5_ou_mais_portas,Left wheel,Silver,10,1.5,Comum,16892
TOYOTA,AQUA,2012,Hatchback,1,Petrol,101800,4,Automatic,Front,4_portas,Left wheel,Yellow,4,1.5,Comum,19229
BMW,318,2005,Coupe,1,Petrol,55000,4,Manual,Rear,4_portas,Left wheel,Red,4,1.8,Comum,10976
HYUNDAI,SONATA,2013,Sedan,1,Petrol,162000,4,Automatic,Front,4_portas,Left wheel,Grey,4,2.0,Comum,17083
HYUNDAI,SONATA,2015,Sedan,1,Hybrid,187909,4,Automatic,Front,4_portas,Left wheel,Silver,0,2.4,Comum,3577
SUBARU,FORESTER CROSS SPORT,2004,Sedan,0,Petrol,138000,4,Automatic,4x4,4_portas,Right-hand drive,Silver,2,2.0,Comum,11604
NISSAN,TIIDA,2004,Hatchback,1,Petrol,171000,4,Automatic,Front,4_portas,Right-hand drive,Sky blue,4,1.5,Comum,7995
NISSAN,TIIDA,2004,Hatchback,1,Petrol,138000,4,Variator,Front,4_portas,Right-hand drive,Black,4,1.5,Comum,8467
SSANGYONG,REXTON,2011,Jeep,1,Diesel,119000,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,24736
HONDA,FIT,2013,Hatchback,1,Petrol,17150,4,Automatic,Front,4_portas,Left wheel,White,4,1.3,Comum,33392
HYUNDAI,SONATA,2011,Sedan,1,Petrol,138111,4,Automatic,Front,4_portas,Left wheel,Black,4,2.0,Comum,15742
DAEWOO,LACETTI,2010,Sedan,1,Petrol,75000,4,Automatic,Front,4_portas,Left wheel,Blue,4,1.6,Comum,9687
SUBARU,XV,2013,Jeep,0,Petrol,112000,4,Automatic,4x4,4_portas,Left wheel,Silver,0,2.0,Comum,17889
JEEP,GRAND CHEROKEE,2011,Jeep,1,Petrol,234000,4,Automatic,Front,4_portas,Left wheel,Grey,4,3.6,Comum,28682
SCION,TC,2014,Coupe,0,Petrol,68000,4,Tiptronic,Front,2_portas,Right-hand drive,Grey,12,2.5,Comum,24775
LAND ROVER,RANGE ROVER,2016,Jeep,1,Diesel,84110,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.0,Comum,19168
HONDA,FIT,2012,Hatchback,1,Hybrid,160000,4,Variator,Front,4_portas,Right-hand drive,White,0,1.5,Comum,17249
FORD,FIESTA,2011,Hatchback,0,Petrol,154274,4,Automatic,Front,4_portas,Left wheel,Silver,8,1.6,Comum,12231
TOYOTA,PRIUS,2011,Hatchback,0,Hybrid,102000,4,Automatic,Front,4_portas,Left wheel,Grey,10,1.8,Comum,16621
CHEVROLET,AVEO,2016,Sedan,1,Petrol,9607,4,Automatic,Front,4_portas,Left wheel,White,4,1.6,Comum,27904
NISSAN,MAXIMA,2003,Sedan,1,CNG,120000,6,Tiptronic,Front,4_portas,Left wheel,White,8,2.3,Comum,7840
TOYOTA,CAMRY,2006,Sedan,1,Hybrid,18600,4,Automatic,Front,4_portas,Left wheel,Grey,8,2.4,Comum,18189
TOYOTA,CAMRY,2013,Sedan,1,Hybrid,16960,4,Automatic,Front,4_portas,Left wheel,Golden,10,2.5,Comum,24300
NISSAN,SENTRA,2017,Sedan,1,Petrol,26965,4,Automatic,Front,4_portas,Left wheel,Grey,12,1.6,Comum,4438
BMW,X5,2011,Jeep,1,Diesel,270326,6,Automatic,4x4,4_portas,Left wheel,White,12,3.0,Comum,2586
TOYOTA,PRIUS,2015,Sedan,1,Petrol,132000,4,Tiptronic,Front,4_portas,Left wheel,White,6,1.8,Comum,18259
TOYOTA,CAMRY,2007,Sedan,0,LPG,167435,4,Tiptronic,Front,4_portas,Left wheel,Silver,6,2.4,Comum,17876
MERCEDES-BENZ,ML 350,2012,Jeep,1,Diesel,271701,6,Automatic,4x4,4_portas,Left wheel,White,12,3.0,Comum,27576
HYUNDAI,H1,2012,Minivan,1,Diesel,63308,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.5,Comum,29944
CHEVROLET,CRUZE,2014,Sedan,1,Diesel,77192,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,16216
HYUNDAI,ELANTRA,2007,Sedan,1,Petrol,140900,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,9562
FORD,ESCAPE,2008,Jeep,1,Hybrid,175000,4,Automatic,4x4,4_portas,Left wheel,Green,0,2.5,Comum,18189
MITSUBISHI,CHARIOT,1999,Minivan,0,Petrol,98000,4,Tiptronic,Front,4_portas,Right-hand drive,White,4,2.4,Comum,6272
MERCEDES-BENZ,E 350,2008,Sedan,1,Diesel,175614,6,Automatic,Rear,4_portas,Left wheel,Black,12,3.0,Comum,4028
TOYOTA,PRIUS C,2014,Hatchback,0,Hybrid,196800,4,Automatic,Front,4_portas,Left wheel,Silver,12,1.5,Comum,4818
BMW,X5,2008,Jeep,1,Petrol,125000,6,Tiptronic,4x4,4_portas,Left wheel,Black,12,3.0,Comum,25716
KIA,OPTIMA,2014,Sedan,1,Petrol,38305,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,17259
TOYOTA,PRIUS,2013,Sedan,0,Hybrid,70042,4,Variator,Front,4_portas,Left wheel,Grey,12,1.8,Comum,23207
HYUNDAI,SONATA,2017,Sedan,1,LPG,269689,4,Automatic,Front,4_portas,Left wheel,Orange,4,2.0,Comum,12621
MERCEDES-BENZ,CLK 200,2000,Coupe,0,Petrol,210508,4,Manual,Rear,2_portas,Left wheel,Silver,4,2.0,Comum,7840
MERCEDES-BENZ,GL 350,2012,Jeep,1,Diesel,149171,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.0,Comum,5466
HYUNDAI,ELANTRA,2014,Sedan,1,Petrol,90823,4,Automatic,Front,4_portas,Left wheel,White,4,1.6,Comum,29358
TOYOTA,CAMRY,2012,Sedan,0,Hybrid,125678,4,Tiptronic,Front,4_portas,Left wheel,White,12,2.5,Comum,25870
CHEVROLET,LACETTI,2010,Sedan,1,Petrol,111897,4,Automatic,Front,4_portas,Left wheel,Red,4,1.6,Comum,12968
TOYOTA,PRIUS,2010,Hatchback,0,Hybrid,315000,4,Automatic,Front,4_portas,Left wheel,Black,12,1.8,Comum,9542
MITSUBISHI,COLT,2011,Hatchback,0,Petrol,74000,4,Automatic,Front,4_portas,Right-hand drive,White,2,1.3,Comum,8135
OPEL,VECTRA,1998,Sedan,0,CNG,0,4,Manual,Front,4_portas,Left wheel,Green,2,2.0,Comum,3500
VOLKSWAGEN,PASSAT PASAT,1999,Sedan,1,Petrol,4444,5,Manual,Front,4_portas,Left wheel,Sky blue,4,2.3,Comum,4077
TOYOTA,PRIUS C,2012,Hatchback,0,Hybrid,91753,4,Automatic,Front,4_portas,Left wheel,White,8,1.5,Comum,19006
TOYOTA,HIGHLANDER,2010,Jeep,1,Hybrid,264877,6,Automatic,4x4,4_portas,Left wheel,White,12,3.3,Comum,6185
FORD,FOCUS,2012,Sedan,0,Petrol,138664,4,Automatic,Front,4_portas,Left wheel,Blue,0,2.0,Comum,13186
TOYOTA,PRIUS C,2014,Hatchback,0,Hybrid,113000,4,Variator,Front,4_portas,Left wheel,White,9,1.5,Comum,16892
TOYOTA,PRIUS,2011,Hatchback,1,Hybrid,121000,4,Automatic,Front,4_portas,Left wheel,Silver,7,1.8,Comum,17126
MERCEDES-BENZ,230,1992,Sedan,0,CNG,220000,4,Manual,Rear,4_portas,Right-hand drive,Black,2,2.3,Comum,3500
MERCEDES-BENZ,VITO,2006,Microbus,0,Diesel,200000,6,Manual,Rear,2_portas,Left wheel,Grey,3,2.2,Turbo,18817
TOYOTA,AQUA,2012,Sedan,1,Petrol,78200,4,Automatic,Front,4_portas,Left wheel,Blue,4,2.0,Comum,19064
MERCEDES-BENZ,ML 350,2011,Jeep,1,Diesel,0,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.0,Comum,3684
MERCEDES-BENZ,ML 320,2009,Jeep,1,Diesel,304000,8,Tiptronic,4x4,4_portas,Left wheel,White,12,3.2,Turbo,26030
HYUNDAI,VELOSTER,2013,Hatchback,1,Petrol,53000,4,Tiptronic,Front,4_portas,Left wheel,Blue,10,1.6,Comum,19330
TOYOTA,PRIUS,2014,Hatchback,0,Hybrid,152000,4,Variator,Front,4_portas,Left wheel,Silver,0,1.8,Comum,23829
FORD,C-MAX,2013,Hatchback,1,Plug-in Hybrid,133000,4,Automatic,Front,4_portas,Left wheel,Silver,10,2.0,Comum,21953
CHEVROLET,SPARK,2016,Sedan,1,Petrol,31455,4,Automatic,Front,4_portas,Left wheel,White,4,1.0,Comum,12093
TOYOTA,CAMRY,2012,Sedan,0,Petrol,72000,4,Tiptronic,Front,4_portas,Left wheel,Golden,12,2.4,Comum,19570
HYUNDAI,ELANTRA,2010,Sedan,1,Petrol,115783,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,14345
TOYOTA,AQUA,2013,Hatchback,1,Petrol,69000,4,Automatic,Front,4_portas,Left wheel,White,4,1.5,Comum,24741
BMW,530,2007,Sedan,1,Petrol,15000,6,Tiptronic,Rear,5_ou_mais_portas,Left wheel,Blue,10,3.0,Comum,12237
TOYOTA,PRIUS,2007,Hatchback,0,Hybrid,285000,4,Variator,Front,4_portas,Left wheel,White,4,1.5,Comum,10976
FORD,TRANSIT,1999,Goods wagon,0,Diesel,137000,4,Manual,Rear,4_portas,Left wheel,Blue,2,2.5,Comum,10976
HYUNDAI,H1,2011,Pickup,1,Diesel,61805,4,Automatic,Front,4_portas,Left wheel,White,4,2.5,Comum,20158
MERCEDES-BENZ,C 250 AMG,2011,Coupe,1,Petrol,230210,4,Tiptronic,Rear,2_portas,Left wheel,Black,0,1.8,Turbo,18521
HYUNDAI,SONATA,2017,Sedan,1,LPG,31143,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,15130
VOLKSWAGEN,PASSAT,2013,Sedan,0,Petrol,153000,5,Tiptronic,Front,4_portas,Left wheel,Silver,6,2.5,Comum,17400
HONDA,FIT,2014,Hatchback,1,Petrol,35479,4,Automatic,Front,4_portas,Left wheel,Blue,4,1.3,Comum,16553
CHEVROLET,CAPTIVA,2007,Jeep,1,Diesel,48563,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,6933
MITSUBISHI,OUTLANDER,2006,Jeep,1,Petrol,140000,4,Tiptronic,4x4,4_portas,Left wheel,Grey,8,2.4,Comum,13485
SUBARU,FORESTER,2014,Jeep,0,Petrol,140000,4,Automatic,4x4,4_portas,Left wheel,Black,12,2.5,Comum,19280
HYUNDAI,ELANTRA,2011,Sedan,1,Petrol,157421,4,Automatic,Front,4_portas,Left wheel,Grey,4,1.6,Comum,20588
HYUNDAI,H1,2014,Minivan,1,Diesel,139328,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.5,Comum,32094
HYUNDAI,ELANTRA,2015,Sedan,1,Petrol,107899,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,26809
TOYOTA,AVALON,2015,Sedan,1,Petrol,122418,6,Automatic,Front,4_portas,Left wheel,Blue,12,3.5,Comum,8016
NISSAN,GLORIA,2001,Sedan,0,Petrol,100000,6,Automatic,Rear,4_portas,Right-hand drive,Silver,2,2.5,Comum,7200
CHEVROLET,SPARK,2014,Hatchback,1,Petrol,57498,4,Automatic,Front,4_portas,Left wheel,White,4,1.0,Comum,10878
KIA,OPTIMA,2014,Sedan,0,Petrol,99000,4,Tiptronic,Front,4_portas,Left wheel,Silver,10,2.4,Comum,17749
HYUNDAI,H1,2010,Minivan,1,Diesel,49140,4,Automatic,Front,4_portas,Left wheel,Black,4,2.5,Comum,16391
BMW,X3,2004,Jeep,1,CNG,380000,6,Tiptronic,4x4,4_portas,Left wheel,Silver,12,2.5,Comum,14113
AUDI,A6,2006,Sedan,1,Petrol,260000,12,Tiptronic,Front,4_portas,Left wheel,Silver,12,3.2,Comum,14113
HONDA,FIT,2004,Hatchback,1,Petrol,150000,4,Automatic,Front,4_portas,Right-hand drive,Silver,4,1.3,Comum,7527
HYUNDAI,SONATA,2013,Sedan,1,Petrol,206088,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,14806
TOYOTA,AVENSIS,2003,Sedan,0,Petrol,109000,4,Tiptronic,Front,4_portas,Left wheel,Brown,4,2.0,Comum,5500
HYUNDAI,ELANTRA,2012,Sedan,1,Petrol,108900,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,20740
HYUNDAI,SONATA,2010,Sedan,1,LPG,350070,4,Automatic,Front,4_portas,Left wheel,Grey,4,2.0,Comum,8676
TOYOTA,COROLLA,2010,Sedan,1,Petrol,346078,4,Automatic,Front,4_portas,Left wheel,Blue,12,1.8,Comum,1859
TOYOTA,PRIUS,2008,Hatchback,0,Hybrid,100914,4,Automatic,Front,4_portas,Left wheel,Sky blue,12,1.5,Comum,11819
TOYOTA,CAMRY,2012,Sedan,1,Petrol,12300,4,Tiptronic,Front,4_portas,Left wheel,Black,12,2.5,Comum,22734
TOYOTA,CAMRY,2014,Sedan,1,Petrol,105600,4,Tiptronic,Front,4_portas,Left wheel,Grey,12,2.5,Turbo,23043
CHEVROLET,IMPALA,2015,Sedan,1,Petrol,159094,6,Automatic,Front,4_portas,Left wheel,Black,12,3.6,Comum,5541
DODGE,CHALLENGER,2016,Coupe,1,Petrol,33238,8,Automatic,Rear,2_portas,Left wheel,White,12,6.4,Comum,3285
TOYOTA,WISH,2005,Minivan,1,CNG,27000,4,Automatic,4x4,4_portas,Right-hand drive,Blue,10,1.8,Comum,9095
LAND ROVER,LAND ROVER SPORT,2007,Jeep,1,Petrol,256000,8,Tiptronic,4x4,4_portas,Left wheel,White,6,4.2,Comum,18189
HONDA,ODYSSEY,2019,Sedan,1,Petrol,13994,6,Automatic,Front,4_portas,Left wheel,Black,12,3.5,Comum,21577
FORD,C-MAX,2012,Hatchback,0,Hybrid,208000,4,Variator,Front,4_portas,Left wheel,Grey,8,2.0,Comum,13642
LEXUS,GX 460,2010,Jeep,1,Petrol,260771,8,Automatic,4x4,4_portas,Left wheel,Black,0,4.6,Comum,2752
HONDA,INSIGHT,2013,Sedan,1,Hybrid,44000,4,Tiptronic,Front,4_portas,Left wheel,Green,8,1.3,Comum,14560
TOYOTA,CAMRY,2012,Sedan,0,Hybrid,320000,4,Variator,Front,4_portas,Left wheel,White,6,2.5,Comum,20385
DODGE,AVENGER,2015,Sedan,1,Petrol,101394,4,Automatic,Front,4_portas,Left wheel,White,12,2.4,Comum,3566
HYUNDAI,SONATA,2014,Sedan,1,LPG,493905,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,10577
MERCEDES-BENZ,E 350,2011,Coupe,1,Diesel,226251,6,Automatic,Rear,2_portas,Left wheel,Black,12,3.5,Comum,2740
SUBARU,CROSSTREK,2015,Jeep,0,Petrol,115000,6,Tiptronic,Front,4_portas,Left wheel,Green,12,2.0,Comum,24286
HYUNDAI,SONATA,2016,Sedan,1,LPG,410137,4,Automatic,Front,4_portas,Left wheel,Orange,4,2.0,Comum,14063
MERCEDES-BENZ,ML 350,2007,Jeep,1,Petrol,246400,6,Tiptronic,4x4,4_portas,Left wheel,Silver,8,3.5,Comum,14732
HYUNDAI,H1,2014,Minivan,1,Diesel,273500,4,Automatic,Front,4_portas,Left wheel,Black,4,2.5,Comum,26540
VOLKSWAGEN,PASSAT,2012,Sedan,1,Diesel,97070,4,Tiptronic,Front,4_portas,Left wheel,Grey,12,2.0,Turbo,11932
TOYOTA,CHR,2019,Jeep,1,Petrol,4330,4,Automatic,Front,4_portas,Left wheel,White,12,2.0,Comum,30870
HYUNDAI,SONATA,2015,Sedan,1,LPG,603446,4,Automatic,Front,4_portas,Left wheel,Orange,4,2.0,Comum,10017
SUBARU,LEGACY BL5,2003,Sedan,0,Petrol,182000,4,Tiptronic,4x4,4_portas,Right-hand drive,Silver,2,2.0,Turbo,9408
MERCEDES-BENZ,C 230,2005,Sedan,1,LPG,235000,6,Tiptronic,Rear,4_portas,Left wheel,White,0,2.5,Comum,13015
LEXUS,RX 450,2013,Jeep,0,Hybrid,0,6,Automatic,4x4,4_portas,Left wheel,Black,0,3.5,Comum,37120
MERCEDES-BENZ,C 180 KOMP,2006,Sedan,1,Petrol,140000,4,Tiptronic,Rear,4_portas,Left wheel,Beige,0,1.8,Comum,14113
TOYOTA,YARIS RS,2016,Hatchback,1,Petrol,55000,4,Tiptronic,Front,4_portas,Left wheel,Blue,12,1.5,Comum,26030
MERCEDES-BENZ,VITO,2001,Goods wagon,0,Diesel,380000,4,Manual,Rear,4_portas,Left wheel,Red,2,2.2,Turbo,10032
TOYOTA,CAMRY,2009,Sedan,0,Hybrid,251200,4,Automatic,Front,4_portas,Left wheel,Silver,8,2.4,Comum,21012
HYUNDAI,TUCSON,2010,Jeep,1,Diesel,221000,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,23974
NISSAN,MARCH,2013,Hatchback,1,Petrol,187175,4,Automatic,Front,4_portas,Left wheel,Black,4,1.2,Comum,4684
HYUNDAI,ELANTRA,2016,Sedan,1,LPG,74909,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,28234
MERCEDES-BENZ,E 350,2014,Sedan,1,Diesel,184467,6,Automatic,Rear,4_portas,Left wheel,White,12,3.5,Comum,1994
VOLKSWAGEN,GOLF 4,2002,Hatchback,0,Petrol,190000,4,Manual,Front,4_portas,Left wheel,Silver,6,2.0,Comum,7213
TOYOTA,CAMRY,2013,Sedan,1,Hybrid,234218,4,Automatic,Front,4_portas,Left wheel,White,12,2.5,Comum,7208
TOYOTA,HIGHLANDER,2008,Sedan,1,Hybrid,334414,6,Automatic,4x4,4_portas,Left wheel,White,12,3.3,Comum,14294
HYUNDAI,ELANTRA,2016,Sedan,1,Petrol,72507,4,Automatic,Front,4_portas,Left wheel,Black,4,1.6,Comum,20801
HYUNDAI,SANTA FE,2011,Jeep,1,Diesel,164651,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,27706
FERRARI,F50,2017,Coupe,1,Petrol,419200,12,Automatic,Rear,2_portas,Left wheel,Silver,12,6.3,Comum,35003
HYUNDAI,ELANTRA,2017,Sedan,1,Petrol,115974,4,Automatic,Front,4_portas,Left wheel,White,12,2.0,Comum,5564
MERCEDES-BENZ,CL 500,2000,Coupe,1,CNG,245000,8,Tiptronic,Rear,2_portas,Left wheel,Silver,10,5.0,Comum,14113
CHEVROLET,CRUZE,2012,Sedan,1,Petrol,181550,4,Automatic,Front,4_portas,Left wheel,Blue,12,1.8,Comum,3487
TOYOTA,CAMRY,2012,Sedan,1,Petrol,230336,4,Automatic,Front,4_portas,Left wheel,Black,12,2.5,Comum,6426
TOYOTA,YARIS,2012,Hatchback,0,Petrol,136640,4,Automatic,Front,2_portas,Left wheel,White,8,1.5,Comum,12734
FORD,FIESTA,2014,Hatchback,0,Petrol,56000,4,Automatic,Front,4_portas,Left wheel,Beige,10,1.6,Comum,13386
